previous_crop,crop,soil_type,temperature,humidity,yield,market_price,nitrogen,phosphorus,potassium,ph
maize,tomato,low_nitrogen,30.0,63,14.95,1865,58,28,44,5.8
cotton,potato,low_nitrogen,32.6,50,9.96,1543,40,25,43,6.8
maize,groundnut,low_nitrogen,31.9,61,3.49,5903,67,53,50,6.5
tomato,rice,high_nitrogen,20.6,40,5.16,2304,66,54,57,5.9
sugarcane,rice,high_nitrogen,23.3,66,5.2,1959,69,36,44,6.7
potato,tomato,low_nitrogen,30.5,71,15.23,1357,51,49,42,6.0
rice,wheat,low_nitrogen,23.6,47,4.61,2751,60,59,51,6.8
maize,cotton,low_nitrogen,27.9,43,3.85,7035,64,47,30,6.6
maize,rice,high_nitrogen,26.7,80,4.86,2325,41,53,30,5.7
rice,tomato,high_nitrogen,32.2,87,14.78,1869,60,36,54,7.3
tomato,sugarcane,low_nitrogen,26.8,78,29.86,200,43,41,48,6.8
maize,maize,low_nitrogen,24.1,50,6.23,2005,68,47,30,6.3
tomato,cotton,low_nitrogen,34.8,76,3.83,6838,53,40,44,5.5
rice,rice,high_nitrogen,32.2,70,4.9,1917,43,35,58,6.7
cotton,sugarcane,low_nitrogen,20.4,62,30.12,200,24,53,34,6.0
potato,cotton,balanced,22.5,61,4.65,6496,50,40,31,7.1
potato,maize,low_nitrogen,34.2,59,5.91,2087,50,55,50,6.7
maize,groundnut,low_nitrogen,29.4,59,3.56,5456,41,35,21,5.7
potato,rice,high_nitrogen,20.6,40,5.0,2145,63,47,31,5.5
potato,wheat,low_nitrogen,26.4,88,4.42,2758,42,27,44,6.7
sugarcane,cotton,low_nitrogen,31.1,77,4.24,6407,49,28,42,7.1
wheat,maize,low_nitrogen,22.0,75,6.11,1649,42,31,49,6.6
tomato,cotton,balanced,20.3,41,4.22,6801,43,20,55,7.3
tomato,cotton,low_nitrogen,27.2,70,4.0,6320,53,30,28,6.2
tomato,tomato,balanced,32.6,68,15.22,1859,63,37,50,6.3
rice,maize,low_nitrogen,20.5,52,6.11,1489,55,58,22,6.3
maize,maize,low_nitrogen,28.4,69,5.98,1462,55,54,42,7.2
groundnut,tomato,high_nitrogen,25.3,82,15.08,1543,80,51,48,7.1
sugarcane,wheat,balanced,31.1,77,4.7,2641,46,30,41,5.7
cotton,groundnut,low_nitrogen,34.0,76,3.36,5805,38,50,43,6.7
maize,potato,low_nitrogen,20.6,54,9.82,1578,59,33,30,6.0
groundnut,wheat,balanced,26.2,48,5.03,2518,83,42,48,5.8
maize,maize,low_nitrogen,27.7,65,6.03,2140,55,28,53,6.5
tomato,maize,balanced,29.5,51,6.74,1671,69,27,33,6.0
wheat,tomato,high_nitrogen,23.1,74,14.8,1199,68,59,55,5.7
cotton,sugarcane,low_nitrogen,24.4,74,30.17,559,28,59,57,7.4
groundnut,maize,low_nitrogen,32.9,43,6.21,2021,86,49,30,5.7
tomato,wheat,low_nitrogen,27.7,71,4.59,2282,65,58,41,6.5
potato,potato,low_nitrogen,30.9,75,10.05,1538,50,20,57,7.5
tomato,potato,low_nitrogen,26.5,86,9.94,1066,43,29,57,7.3
sugarcane,groundnut,low_nitrogen,30.1,83,3.6,5476,40,24,27,6.7
potato,tomato,balanced,23.8,81,15.56,1570,54,47,23,6.5
potato,wheat,low_nitrogen,32.2,55,4.64,2564,49,34,34,6.1
maize,wheat,balanced,23.7,56,5.27,2461,57,59,48,7.4
sugarcane,tomato,high_nitrogen,27.8,48,15.11,1349,60,57,43,6.5
rice,potato,high_nitrogen,30.7,50,10.18,1398,52,33,59,7.1
groundnut,maize,balanced,32.1,59,6.44,1926,77,22,57,6.0
cotton,potato,low_nitrogen,30.6,75,10.19,1478,23,58,42,6.4
tomato,potato,low_nitrogen,34.7,81,9.82,1165,55,52,43,5.9
cotton,sugarcane,balanced,22.5,44,30.45,592,39,49,23,7.3
groundnut,maize,high_nitrogen,23.8,49,5.95,1711,83,29,27,6.5
wheat,wheat,low_nitrogen,22.9,48,4.36,2035,47,47,20,7.2
groundnut,maize,balanced,29.2,86,6.3,1853,60,56,28,7.3
wheat,tomato,balanced,27.3,56,15.75,1564,51,31,52,5.8
rice,wheat,low_nitrogen,21.8,59,4.21,2612,52,39,22,6.0
cotton,wheat,low_nitrogen,34.1,75,4.28,2027,27,34,52,7.4
wheat,tomato,low_nitrogen,21.5,83,14.83,1394,58,28,34,6.6
maize,sugarcane,low_nitrogen,32.8,46,29.95,455,63,25,59,6.6
sugarcane,sugarcane,balanced,21.5,50,30.53,403,70,40,44,5.6
groundnut,rice,high_nitrogen,32.4,55,4.93,2312,87,29,28,6.1
potato,sugarcane,high_nitrogen,25.9,61,30.25,206,65,54,41,5.7
groundnut,sugarcane,low_nitrogen,20.9,84,29.81,316,84,48,44,7.5
maize,wheat,low_nitrogen,29.7,50,4.71,2235,48,41,54,7.2
tomato,potato,low_nitrogen,31.2,67,9.99,1172,56,34,27,7.0
rice,wheat,balanced,21.2,57,4.77,2199,59,28,35,7.0
wheat,rice,high_nitrogen,29.1,81,5.1,1966,40,45,27,6.7
sugarcane,cotton,balanced,30.7,41,4.42,6551,51,29,39,6.1
rice,tomato,low_nitrogen,25.2,74,15.19,1585,40,46,43,5.7
potato,potato,high_nitrogen,34.9,66,10.15,1257,44,51,58,6.4
wheat,potato,low_nitrogen,24.7,66,9.75,1238,69,23,59,6.6
wheat,groundnut,low_nitrogen,26.2,44,3.42,5642,43,20,57,5.9
maize,wheat,low_nitrogen,21.1,68,4.55,2137,59,59,22,6.3
wheat,maize,balanced,21.4,40,6.54,1975,70,42,59,6.0
groundnut,groundnut,low_nitrogen,32.6,63,3.62,5872,86,34,26,6.8
wheat,cotton,high_nitrogen,35.0,53,3.82,6601,64,33,58,5.5
groundnut,potato,low_nitrogen,20.2,59,9.87,1125,83,59,28,6.1
wheat,groundnut,low_nitrogen,20.5,71,3.24,5610,57,21,24,6.1
tomato,tomato,high_nitrogen,24.5,65,14.79,1166,60,40,52,6.2
rice,tomato,low_nitrogen,33.0,42,14.74,1243,61,20,34,6.1
tomato,groundnut,low_nitrogen,34.7,42,3.31,5302,58,42,44,5.7
rice,maize,balanced,26.5,46,6.35,2142,70,41,60,6.9
maize,potato,low_nitrogen,24.1,46,10.08,1555,65,42,32,5.6
tomato,rice,high_nitrogen,21.7,49,5.23,2147,56,28,49,6.7
potato,cotton,low_nitrogen,25.2,56,3.83,6958,54,58,28,6.4
potato,maize,low_nitrogen,32.6,74,5.98,1505,61,49,43,5.8
rice,wheat,balanced,30.0,85,4.81,2099,46,31,36,6.1
maize,tomato,low_nitrogen,20.4,71,14.86,1149,40,39,57,7.5
maize,cotton,high_nitrogen,29.5,88,4.27,6611,67,60,28,6.1
rice,maize,low_nitrogen,30.6,56,6.04,2053,67,40,37,6.2
groundnut,sugarcane,balanced,32.1,87,30.78,579,81,53,43,6.2
sugarcane,potato,low_nitrogen,20.4,49,9.96,1227,61,22,31,6.7
wheat,rice,high_nitrogen,21.7,82,4.73,1963,62,26,34,6.1
rice,groundnut,low_nitrogen,28.2,90,3.43,5572,68,51,38,6.6
rice,sugarcane,balanced,27.6,57,30.78,390,52,35,54,6.5
cotton,cotton,low_nitrogen,22.2,89,4.12,6773,27,32,44,6.2
groundnut,cotton,balanced,25.7,50,4.62,6843,77,50,57,7.4
groundnut,maize,balanced,25.6,84,6.33,2127,82,22,37,5.9
groundnut,tomato,low_nitrogen,30.8,40,15.17,1143,74,58,33,6.8
sugarcane,wheat,balanced,32.2,90,5.2,2454,62,33,29,7.2
rice,rice,low_nitrogen,34.1,45,4.53,2196,64,44,57,6.9
groundnut,cotton,balanced,32.0,90,4.47,7096,82,21,34,5.5
potato,groundnut,low_nitrogen,22.7,76,3.47,5464,57,29,45,6.9
rice,rice,high_nitrogen,20.5,65,4.99,2306,66,39,26,5.6
maize,tomato,low_nitrogen,20.6,77,15.25,1260,58,31,31,6.5
wheat,groundnut,low_nitrogen,27.1,82,3.5,5308,42,28,20,7.4
maize,cotton,high_nitrogen,31.4,58,3.92,6323,51,59,23,6.1
cotton,maize,balanced,31.5,83,6.41,1828,37,34,39,6.9
wheat,maize,balanced,29.4,62,6.6,1825,66,43,35,7.4
rice,maize,low_nitrogen,34.8,72,6.26,1893,61,46,21,5.6
sugarcane,potato,low_nitrogen,34.4,49,9.79,1237,55,59,48,5.7
tomato,cotton,low_nitrogen,28.0,90,4.07,6559,69,27,41,6.2
sugarcane,wheat,high_nitrogen,29.8,43,4.28,2391,60,39,45,7.2
potato,cotton,high_nitrogen,22.9,40,4.03,6880,66,47,54,6.4
cotton,maize,high_nitrogen,24.8,63,5.93,2159,31,37,55,6.4
potato,rice,high_nitrogen,22.2,61,5.13,1860,44,31,54,7.4
cotton,potato,low_nitrogen,26.4,55,10.28,1578,26,35,34,6.3
cotton,potato,low_nitrogen,33.5,72,9.81,1431,25,60,44,7.0
sugarcane,groundnut,low_nitrogen,24.8,65,3.76,5978,61,31,60,5.9
sugarcane,tomato,balanced,23.7,90,15.54,1671,69,53,54,5.8
potato,groundnut,low_nitrogen,20.5,67,3.59,5950,59,51,45,7.4
maize,rice,high_nitrogen,33.0,88,4.95,2138,43,55,29,7.1
tomato,cotton,low_nitrogen,22.5,41,4.11,6509,53,23,25,6.1
cotton,groundnut,high_nitrogen,27.8,84,3.24,5482,24,59,53,6.6
maize,groundnut,balanced,29.0,76,3.77,5370,63,47,26,6.2
wheat,potato,balanced,25.5,90,10.76,1585,70,32,28,5.9
cotton,potato,low_nitrogen,29.7,73,10.19,1443,23,22,41,6.4
sugarcane,sugarcane,balanced,23.2,68,30.28,200,59,60,45,6.8
rice,rice,high_nitrogen,22.4,75,4.88,1987,67,38,51,5.7
sugarcane,cotton,high_nitrogen,22.7,79,4.1,6721,66,43,36,7.0
cotton,cotton,balanced,25.4,80,4.29,6523,26,20,31,6.8
cotton,potato,low_nitrogen,29.9,66,10.2,843,23,41,34,5.8
cotton,maize,high_nitrogen,29.9,73,6.13,1563,39,24,23,6.8
maize,groundnut,low_nitrogen,26.1,74,3.66,5745,59,22,24,7.1
maize,maize,high_nitrogen,24.1,82,6.23,1723,70,42,29,7.2
groundnut,maize,high_nitrogen,30.5,66,5.95,1861,74,27,43,6.7
groundnut,cotton,balanced,28.2,79,4.32,6722,80,20,32,6.8
potato,maize,high_nitrogen,34.4,47,5.74,1967,64,28,56,7.0
sugarcane,wheat,high_nitrogen,28.2,67,4.24,2276,47,55,51,7.1
groundnut,groundnut,low_nitrogen,29.1,79,3.73,5325,77,39,51,7.0
cotton,wheat,high_nitrogen,26.2,49,4.74,2600,20,42,34,7.4
tomato,groundnut,low_nitrogen,26.5,75,3.77,5322,51,45,60,6.4
sugarcane,potato,low_nitrogen,33.9,75,9.88,867,66,23,38,5.9
wheat,maize,low_nitrogen,26.3,42,6.1,1414,41,32,32,5.7
wheat,tomato,low_nitrogen,28.5,72,15.19,1127,44,44,39,7.1
tomato,wheat,low_nitrogen,32.3,81,4.25,2308,63,32,36,6.5
tomato,rice,high_nitrogen,33.8,52,4.89,2013,59,45,34,6.6
sugarcane,tomato,balanced,34.0,58,15.57,1426,54,45,58,7.0
potato,rice,high_nitrogen,26.7,87,4.74,2365,51,34,22,6.4
maize,tomato,low_nitrogen,21.6,63,14.97,1401,47,56,35,6.8
wheat,cotton,balanced,25.1,58,4.6,6688,49,55,55,6.2
tomato,sugarcane,low_nitrogen,30.5,44,30.05,699,69,38,47,5.5
maize,groundnut,low_nitrogen,27.6,77,3.63,5998,50,47,28,6.1
groundnut,rice,high_nitrogen,20.0,71,5.04,1998,85,58,30,5.9
cotton,groundnut,low_nitrogen,26.5,70,3.69,5917,35,33,52,6.8
cotton,rice,high_nitrogen,28.2,47,4.87,1882,24,28,24,5.6
maize,maize,low_nitrogen,27.5,85,6.28,1923,51,57,21,6.1
cotton,groundnut,low_nitrogen,33.4,62,3.4,5669,26,60,44,7.5
maize,maize,high_nitrogen,32.1,81,6.05,1996,51,58,59,5.7
cotton,groundnut,low_nitrogen,22.3,45,3.33,5875,28,25,31,6.8
rice,sugarcane,low_nitrogen,23.6,46,30.04,200,59,48,57,7.4
sugarcane,cotton,low_nitrogen,22.0,65,4.06,6998,61,23,38,7.2
cotton,wheat,high_nitrogen,32.7,66,4.3,2286,38,40,20,7.0
maize,wheat,balanced,22.6,43,4.8,2682,40,57,40,6.3
potato,cotton,balanced,22.6,40,4.61,6330,47,31,53,5.6
wheat,groundnut,low_nitrogen,34.5,42,3.45,5412,47,23,55,5.6
tomato,maize,low_nitrogen,28.5,89,5.89,2170,50,37,45,7.5
maize,tomato,low_nitrogen,23.6,72,15.03,1692,44,38,21,5.8
tomato,tomato,high_nitrogen,33.3,69,14.94,1312,58,36,40,5.8
tomato,rice,balanced,24.9,61,5.37,1999,57,39,32,6.0
rice,wheat,high_nitrogen,25.7,44,4.3,2778,64,59,38,6.9
tomato,potato,low_nitrogen,31.1,42,10.25,1501,66,41,26,6.0
sugarcane,wheat,balanced,28.4,75,5.03,2370,40,36,44,6.9
cotton,potato,low_nitrogen,20.1,86,9.74,1102,25,23,53,6.8
cotton,groundnut,low_nitrogen,26.6,40,3.65,5308,20,34,57,6.5
wheat,groundnut,low_nitrogen,31.1,56,3.7,5856,61,26,54,7.1
rice,potato,low_nitrogen,20.2,80,10.3,894,53,42,35,5.9
wheat,cotton,low_nitrogen,31.1,41,3.86,6793,41,20,48,6.7
groundnut,tomato,low_nitrogen,20.4,87,14.8,1247,63,41,54,6.8
tomato,wheat,low_nitrogen,24.3,89,4.42,2331,43,33,51,6.2
groundnut,groundnut,low_nitrogen,29.2,61,3.21,5880,88,47,21,5.7
tomato,wheat,low_nitrogen,23.3,40,4.76,2312,66,33,44,6.7
groundnut,groundnut,low_nitrogen,31.3,90,3.6,5487,78,31,56,6.8
cotton,rice,balanced,21.1,68,5.58,2055,23,41,29,7.2
potato,tomato,low_nitrogen,26.4,56,14.87,1653,69,26,56,6.7
maize,wheat,high_nitrogen,23.9,41,4.68,2314,49,35,39,5.6
wheat,potato,low_nitrogen,31.1,72,10.11,1174,61,43,38,6.6
cotton,rice,high_nitrogen,28.8,76,5.1,2129,24,31,57,7.0
potato,tomato,balanced,30.8,41,15.77,1778,68,31,38,7.0
wheat,tomato,high_nitrogen,33.0,46,14.99,1367,53,35,22,5.6
rice,groundnut,low_nitrogen,30.6,55,3.3,5712,62,40,57,6.7
sugarcane,potato,low_nitrogen,21.0,45,9.74,810,53,57,36,7.2
cotton,cotton,low_nitrogen,33.9,80,3.71,6580,33,53,57,5.7
wheat,tomato,high_nitrogen,30.9,55,14.96,1454,56,45,40,5.9
sugarcane,cotton,high_nitrogen,28.6,74,4.02,6586,47,39,36,6.9
cotton,sugarcane,high_nitrogen,32.3,41,30.19,231,36,49,32,6.1
sugarcane,maize,low_nitrogen,32.0,66,5.88,1433,49,36,50,6.1
maize,potato,balanced,28.6,45,10.71,1222,63,52,20,7.5
tomato,groundnut,low_nitrogen,31.5,55,3.22,5373,56,56,33,5.7
maize,sugarcane,balanced,34.4,48,30.43,200,54,30,50,6.3
cotton,maize,high_nitrogen,29.4,62,6.1,1636,24,52,24,6.7
rice,cotton,high_nitrogen,23.9,50,4.25,6300,67,26,49,6.4
wheat,tomato,low_nitrogen,31.1,66,15.06,1695,65,37,54,6.5
maize,sugarcane,high_nitrogen,23.4,71,30.26,484,54,20,51,7.2
cotton,maize,balanced,34.9,71,6.51,1621,23,37,35,7.0
rice,rice,balanced,30.7,41,5.43,2555,44,44,48,5.7
maize,tomato,low_nitrogen,25.5,70,15.06,1713,40,24,49,5.5
rice,wheat,low_nitrogen,32.8,54,4.59,2141,40,48,47,6.4
wheat,cotton,balanced,22.1,90,4.4,6814,52,23,60,5.5
sugarcane,groundnut,high_nitrogen,27.1,48,3.13,5465,64,59,33,7.5
potato,maize,low_nitrogen,29.6,81,5.91,1637,45,51,35,7.5
sugarcane,tomato,high_nitrogen,31.8,45,15.08,1475,40,20,35,6.7
rice,sugarcane,high_nitrogen,22.5,73,30.08,625,50,36,32,6.1
cotton,wheat,low_nitrogen,26.4,57,4.61,2401,28,46,27,6.9
sugarcane,cotton,balanced,31.3,72,4.37,7016,49,48,38,7.4
maize,maize,balanced,22.7,56,6.28,1809,40,38,51,5.9
groundnut,groundnut,low_nitrogen,23.1,53,3.69,5925,82,52,60,5.7
rice,sugarcane,low_nitrogen,29.1,60,29.85,494,59,29,35,6.0
cotton,groundnut,low_nitrogen,27.1,71,3.56,6058,27,31,41,5.7
maize,rice,high_nitrogen,34.9,64,4.85,1987,59,30,44,7.3
wheat,rice,high_nitrogen,29.6,62,5.26,2337,66,42,56,5.6
tomato,cotton,balanced,25.4,71,4.79,6319,67,39,41,6.7
maize,wheat,balanced,25.6,67,5.17,2226,56,52,59,6.3
wheat,potato,low_nitrogen,30.0,51,10.25,1229,59,30,53,5.9
potato,potato,low_nitrogen,21.9,75,9.83,1258,42,22,31,6.3
rice,tomato,high_nitrogen,28.6,79,14.92,1287,51,39,35,6.1
maize,rice,high_nitrogen,27.9,50,5.21,2590,69,37,58,6.2
potato,potato,low_nitrogen,32.1,63,9.88,818,62,53,40,6.3
maize,maize,balanced,34.8,86,6.42,2036,44,59,36,6.4
rice,potato,high_nitrogen,20.6,86,9.97,1508,67,40,38,6.5
maize,groundnut,low_nitrogen,23.8,41,3.21,5783,44,48,38,5.7
maize,potato,low_nitrogen,23.1,84,10.29,1232,62,46,56,6.2
groundnut,groundnut,low_nitrogen,22.4,84,3.8,5650,65,50,38,6.5
rice,wheat,balanced,24.9,73,4.96,2062,51,28,25,6.0
potato,groundnut,low_nitrogen,29.9,56,3.25,5644,54,51,29,5.6
tomato,groundnut,low_nitrogen,29.3,64,3.41,5391,59,46,41,6.1
sugarcane,maize,low_nitrogen,22.6,68,5.83,1819,47,31,29,6.5
groundnut,maize,low_nitrogen,23.3,87,5.91,1756,70,59,23,6.5
maize,cotton,high_nitrogen,34.6,73,3.97,6651,49,31,36,5.9
groundnut,wheat,low_nitrogen,26.2,88,4.46,2303,72,42,26,7.0
potato,tomato,balanced,26.2,82,15.46,1465,51,26,45,6.7
sugarcane,groundnut,low_nitrogen,21.5,45,3.28,5583,53,28,22,7.2
rice,maize,high_nitrogen,24.2,58,6.07,1608,62,47,55,6.7
sugarcane,maize,low_nitrogen,32.9,71,5.73,1811,60,26,60,7.3
potato,cotton,high_nitrogen,27.3,84,4.0,6866,64,27,31,6.4
maize,potato,low_nitrogen,30.4,60,10.23,1468,65,43,24,5.6
wheat,sugarcane,high_nitrogen,28.4,58,29.74,307,68,43,48,6.3
cotton,maize,low_nitrogen,29.3,53,5.93,2095,31,50,22,5.8
potato,tomato,balanced,28.0,75,15.34,1803,59,60,36,6.0
wheat,sugarcane,low_nitrogen,31.5,61,30.16,397,69,22,31,6.8
maize,potato,low_nitrogen,21.1,64,10.19,918,44,24,39,7.4
sugarcane,rice,high_nitrogen,32.8,87,4.84,2257,58,46,49,6.5
tomato,tomato,high_nitrogen,21.5,67,15.17,1108,49,41,54,7.2
tomato,cotton,low_nitrogen,32.7,64,4.19,6553,67,39,38,5.9
wheat,cotton,high_nitrogen,29.6,54,4.28,6723,42,60,33,6.4
rice,groundnut,low_nitrogen,29.3,79,3.21,6055,68,25,26,7.0
wheat,wheat,balanced,25.8,61,4.94,2490,47,37,50,6.3
potato,rice,high_nitrogen,26.5,53,4.77,2353,43,21,49,7.3
maize,wheat,high_nitrogen,32.6,56,4.58,2748,56,36,20,6.3
tomato,sugarcane,high_nitrogen,20.8,77,29.99,200,46,42,56,6.0
maize,cotton,balanced,34.3,89,4.47,7010,53,41,21,7.2
cotton,cotton,high_nitrogen,20.8,73,4.27,6888,39,34,22,6.5
sugarcane,tomato,balanced,31.0,57,15.7,1722,53,52,48,5.9
sugarcane,wheat,high_nitrogen,31.0,63,4.76,2193,70,40,20,7.4
cotton,potato,high_nitrogen,28.3,64,9.88,1556,22,20,52,5.6
wheat,sugarcane,high_nitrogen,23.1,81,29.99,427,41,37,32,6.1
wheat,rice,high_nitrogen,23.9,74,4.75,2570,48,60,43,7.2
maize,sugarcane,balanced,32.0,66,30.41,560,52,57,41,6.9
cotton,tomato,balanced,31.3,41,15.52,1864,39,33,23,6.5
sugarcane,tomato,high_nitrogen,22.5,90,14.94,1838,63,43,45,6.1
wheat,cotton,balanced,29.4,40,4.78,6830,43,58,33,7.2
groundnut,tomato,low_nitrogen,22.8,61,15.21,1473,74,52,51,5.7
sugarcane,tomato,high_nitrogen,30.6,85,14.82,1656,42,50,26,7.1
rice,sugarcane,balanced,20.6,51,30.44,457,66,49,28,6.1
groundnut,cotton,high_nitrogen,25.3,48,4.28,6519,60,24,44,6.8
tomato,rice,low_nitrogen,26.8,90,4.72,2262,65,59,54,6.5
potato,sugarcane,low_nitrogen,24.8,67,29.78,370,62,45,47,7.0
groundnut,cotton,balanced,20.5,52,4.49,7031,66,39,51,6.0
rice,cotton,low_nitrogen,33.1,87,4.22,6317,43,47,32,5.9
sugarcane,rice,high_nitrogen,34.3,72,5.18,2214,49,32,40,6.0
sugarcane,groundnut,low_nitrogen,20.3,80,3.73,6020,41,26,22,5.8
cotton,cotton,balanced,32.1,45,4.46,6611,24,44,58,6.9
wheat,groundnut,low_nitrogen,27.9,62,3.62,5596,58,39,50,5.7
tomato,sugarcane,balanced,21.4,63,30.36,200,70,26,25,6.5
cotton,potato,high_nitrogen,31.5,65,10.28,888,28,47,42,6.1
sugarcane,potato,low_nitrogen,23.7,74,10.03,975,56,46,20,7.4
potato,potato,low_nitrogen,34.0,60,9.9,1258,56,36,48,5.6
rice,maize,low_nitrogen,30.0,40,5.92,2089,43,44,58,7.4
wheat,maize,balanced,23.7,84,6.46,1558,61,50,23,6.1
cotton,maize,low_nitrogen,20.1,68,5.79,1685,35,35,44,6.3
cotton,potato,balanced,25.6,43,10.63,881,26,55,57,7.4
cotton,sugarcane,high_nitrogen,25.7,54,30.11,491,23,54,53,7.4
cotton,potato,low_nitrogen,32.1,85,10.09,1316,40,37,22,5.6
wheat,potato,low_nitrogen,20.8,81,9.89,1406,68,44,54,6.5
wheat,maize,balanced,20.2,55,6.79,1547,58,47,60,5.5
groundnut,groundnut,high_nitrogen,27.1,44,2.97,5609,72,27,47,5.6
sugarcane,tomato,balanced,28.0,85,15.21,1808,54,30,58,7.3
wheat,rice,high_nitrogen,22.4,59,4.96,1991,63,42,31,6.0
groundnut,cotton,balanced,25.9,61,4.72,6646,68,36,21,7.1
cotton,potato,balanced,22.3,48,10.78,1362,26,56,29,6.6
wheat,potato,low_nitrogen,31.3,65,10.26,1329,59,20,60,6.6
tomato,tomato,balanced,32.5,41,15.56,1564,62,46,59,7.3
maize,sugarcane,high_nitrogen,32.5,80,29.99,607,49,31,41,6.4
groundnut,potato,low_nitrogen,33.4,61,10.02,832,65,42,26,5.6
groundnut,rice,high_nitrogen,34.3,66,5.28,2065,77,59,54,6.1
maize,maize,high_nitrogen,23.0,68,5.9,2059,42,50,20,7.0
wheat,groundnut,low_nitrogen,21.4,87,3.46,5690,45,22,56,5.7
cotton,wheat,low_nitrogen,34.6,68,4.65,2417,35,23,46,5.8
groundnut,sugarcane,balanced,22.1,66,30.78,628,70,49,25,6.9
maize,maize,low_nitrogen,31.8,85,5.89,1453,44,46,45,5.9
maize,maize,low_nitrogen,26.0,87,6.06,1822,69,36,38,6.8
sugarcane,potato,low_nitrogen,34.6,56,9.85,1560,62,26,54,6.1
groundnut,wheat,low_nitrogen,29.5,48,4.4,2103,72,23,58,5.7
rice,sugarcane,balanced,20.3,77,30.73,625,64,53,37,7.4
rice,tomato,high_nitrogen,34.4,44,14.76,1461,47,34,49,5.7
sugarcane,maize,high_nitrogen,20.1,85,5.77,1960,55,25,25,6.2
cotton,groundnut,low_nitrogen,34.4,83,3.27,5775,21,25,41,5.5
groundnut,maize,high_nitrogen,30.1,69,5.82,2049,60,57,30,6.8
potato,tomato,balanced,22.5,43,15.34,1505,47,54,30,6.1
wheat,sugarcane,low_nitrogen,21.3,68,30.06,200,42,38,55,7.1
cotton,sugarcane,low_nitrogen,25.0,69,30.03,662,23,38,33,7.4
groundnut,wheat,balanced,31.0,86,4.98,2404,66,45,56,5.8
potato,tomato,low_nitrogen,20.7,58,15.03,1670,44,44,21,7.1
groundnut,rice,high_nitrogen,29.6,74,4.8,2449,65,33,27,5.8
wheat,rice,high_nitrogen,26.9,48,5.28,2507,67,39,53,7.1
wheat,maize,low_nitrogen,25.6,69,5.93,1642,62,34,41,7.2
groundnut,cotton,balanced,21.4,46,4.64,6756,85,57,24,6.7
cotton,wheat,balanced,33.5,73,4.7,2717,32,29,35,5.8
groundnut,sugarcane,balanced,22.8,66,30.33,633,61,27,47,5.7
tomato,rice,high_nitrogen,33.2,77,4.97,2560,55,38,24,6.3
maize,maize,balanced,25.4,42,6.68,1673,54,23,39,6.4
sugarcane,tomato,high_nitrogen,25.9,77,14.91,1686,64,24,50,6.3
wheat,sugarcane,high_nitrogen,24.2,75,30.08,432,44,56,38,7.4
maize,groundnut,low_nitrogen,27.7,81,3.48,5805,54,45,47,7.1
cotton,tomato,low_nitrogen,20.1,73,14.85,1849,26,20,53,5.5
groundnut,groundnut,low_nitrogen,28.6,83,3.31,5494,79,57,34,7.1
groundnut,cotton,low_nitrogen,23.5,74,4.19,6400,68,51,59,6.1
wheat,maize,balanced,29.4,80,6.33,1402,41,31,26,6.9
wheat,cotton,low_nitrogen,25.2,47,4.17,6797,62,34,42,6.6
groundnut,maize,high_nitrogen,29.8,41,6.29,1584,75,25,36,6.1
groundnut,maize,balanced,34.3,53,6.41,1517,87,54,47,6.1
tomato,tomato,balanced,21.9,41,15.34,1786,70,56,51,7.1
potato,groundnut,low_nitrogen,32.6,63,3.67,5363,48,39,25,5.6
tomato,wheat,high_nitrogen,21.4,64,4.38,2185,47,57,56,7.0
rice,rice,high_nitrogen,34.6,49,5.15,2116,44,48,46,7.4
cotton,maize,low_nitrogen,26.5,60,6.08,1653,40,51,45,6.0
potato,maize,low_nitrogen,24.1,58,6.21,1551,62,60,59,7.0
maize,wheat,balanced,28.6,74,5.07,2672,68,53,34,7.3
maize,tomato,balanced,20.7,56,15.8,1674,45,33,25,6.7
sugarcane,tomato,balanced,20.2,53,15.33,1166,70,48,56,5.6
sugarcane,sugarcane,high_nitrogen,32.1,89,29.81,649,42,33,53,7.4
sugarcane,rice,high_nitrogen,28.5,75,5.21,2599,52,27,30,6.1
cotton,potato,low_nitrogen,34.8,89,9.71,1069,29,31,37,7.3
tomato,potato,balanced,22.7,55,10.35,961,57,55,24,7.0
sugarcane,groundnut,low_nitrogen,22.2,52,3.63,5332,61,51,39,7.3
potato,wheat,low_nitrogen,28.6,46,4.56,2131,54,40,29,7.1
sugarcane,maize,high_nitrogen,23.4,65,5.9,2122,51,20,32,6.8
groundnut,groundnut,low_nitrogen,27.3,43,3.48,5833,66,22,59,6.0
potato,wheat,high_nitrogen,32.9,72,4.32,2701,62,55,39,5.8
groundnut,groundnut,low_nitrogen,33.5,48,3.46,5419,86,39,58,6.8
wheat,sugarcane,high_nitrogen,27.1,66,30.18,200,58,42,32,6.7
groundnut,tomato,low_nitrogen,30.0,69,15.0,1228,60,57,25,6.2
tomato,cotton,high_nitrogen,21.7,88,3.84,6779,41,52,40,7.4
tomato,tomato,low_nitrogen,29.4,47,14.89,1293,44,56,24,5.7
maize,groundnut,low_nitrogen,21.6,52,3.47,5852,52,20,47,6.1
rice,tomato,high_nitrogen,33.2,67,15.23,1484,60,49,26,7.4
potato,rice,high_nitrogen,25.3,43,5.26,2103,66,45,39,7.3
groundnut,tomato,balanced,23.2,48,15.79,1366,72,25,23,6.0
rice,cotton,high_nitrogen,20.4,61,4.19,6330,64,27,45,7.0
